province;red;green;blue;x;x
891;136;146;79;Jicarilla;x
892;8;148;126;Wichita;x
893;136;150;173;Chitimacha;x
894;8;152;32;Caddo;x
895;136;154;79;Arkansas;x
896;8;156;126;Ozark;x
897;137;158;173;Quapaw;x
898;9;32;32;Kansas;x
899;137;34;79;Osage;x
900;9;36;126;Tamaroa;x
901;137;38;173;Pawnee;x
902;9;40;32;Missouri;x
903;137;42;79;Omaha;x
904;10;44;126;Nakota;x
905;138;46;173;Iowa;x
906;10;48;32;Lakota;x
907;138;50;79;Dakota;x
908;10;52;126;Minnesota;x
909;138;54;173;Mandan;x
910;10;56;32;Chippewa;x
911;139;58;79;Menominee;x
912;11;60;126;Sauk;x
913;139;62;173;Fox;x
914;11;64;32;Winnebago;x
915;139;66;79;Illinois;x
916;11;68;126;Kaskaskia;x
917;139;70;173;Cahokia;x
918;12;72;32;Tennessee;x
919;140;74;79;Chickasaw;x
920;12;76;126;Choctaw;x
921;140;78;173;Bayougoula;x
922;12;80;32;Mobile;x
923;140;82;79;Pensacola;x
924;12;84;126;Alabama;x
925;141;86;173;Tuskegee;x
926;13;88;32;Seminole;x
927;141;90;79;Timucua;x
928;13;92;126;Apalachee;x
929;141;94;173;Muskogee;x
930;13;96;32;Yamasee;x
931;141;98;79;Chiaha;x
932;14;100;126;Santee;x
933;142;102;173;Catawba;x
934;14;104;32;Shawnee;x
935;142;106;79;Cherokee;x
936;14;108;126;Cheraw;x
937;142;110;173;Tuscarora;x
938;14;112;32;Pamlico;x
939;143;114;79;Pennyrile;x
940;15;116;126;Kentucky;x
941;143;118;173;Cumberland;x
942;15;120;32;Wea;x
943;143;122;79;Miami;x
944;15;124;126;Potawatomi;x
945;143;126;173;Michigan;x
946;16;128;32;Wyandot;x
947;144;130;79;Erie;x
948;16;132;126;Ohio;x
949;144;134;173;Monacan;x
950;16;136;32;Powhatan;x
951;144;138;79;Kanawha;x
952;16;140;126;Manahoac;x
953;145;142;173;Conoy;x
954;17;144;32;Allegheny;x
955;145;146;79;Susquehanna;x
956;17;148;126;Lenape;x
957;145;150;173;Delaware;x
958;17;152;32;Seneca;x
959;145;154;79;Cayuga;x
960;18;156;126;Onondaga;x
961;146;158;173;Oneida;x
962;18;32;32;Unami;x
963;146;34;79;Mahican;x
964;18;36;126;Mohawk;x
965;146;38;173;Manhattan;x
966;18;40;32;Connecticut;x
967;147;42;79;Narraganset;x
968;19;44;126;Massachusetts;x
969;147;46;173;Pocumtuk;x
970;19;48;32;Pennacook;x
971;147;50;79;Abnaki;x
972;19;52;126;Nootka;x
973;147;54;173;Squamish;x
974;20;56;32;Kwakiutl;x
975;148;58;79;Tsimshian;x
976;20;60;126;Tlingit;x
977;148;62;173;Yakutat;x
978;20;64;32;Kenai;x
979;148;66;79;Aleut;x
980;20;68;126;Beothuk;x
981;149;70;173;Taqamkuk;x
982;21;72;32;Unamakik;x
983;149;74;79;Epekwitk;x
984;21;76;126;Acadia;x
985;149;78;173;Micmac;x
986;21;80;32;Kespek;x
987;149;82;79;Niagara;x
988;22;84;126;Huron;x
989;150;86;173;Ontario;x
990;22;88;32;Kwedech;x
991;150;90;79;Ottawa;x
992;22;92;126;Algonquin;x
993;150;94;173;Hochelega;x
994;22;96;32;Stadacona;x
995;151;98;79;Atiamekw;x
996;23;100;126;Innu;x
997;151;102;173;Labrador;x
998;23;104;32;Ungava;x
999;151;106;79;Nunavik;x
1000;23;108;126;Cree;x
1001;151;110;173;Sault;x
1002;24;112;32;Abitbi;x
1003;152;114;79;Moose Cree;x
1004;24;116;126;Attawapiskat;x
1005;152;118;173;Swampy Cree;x
1006;24;120;32;Chipewyan;x
1007;152;122;79;Ojibwa;x
1008;24;124;126;Winnipeg;x
1009;153;126;173;Atikaki;x
1010;25;128;32;Manitoba;x
1011;153;130;79;Woods Cree;x
1012;25;132;126;Satsuma;x
1013;233;94;0;Chungcheong;x
1014;25;136;32;Bungo;x
1015;153;138;79;Okinawa;x
1016;26;140;126;Nghe An;x
1017;154;142;173;Nagato;x
1018;26;144;32;Izumo;x
1019;154;146;79;Harima;x
1020;26;148;126;Kyoto;x
1021;154;150;173;Settsu;x
1022;26;152;32;Amaravati;x
1023;155;154;79;Echizen;x
1024;27;156;126;Echigo;x
1025;155;158;173;Dewa;x
1026;27;32;32;Mutsu;x
1027;155;34;79;Hitachi;x
1028;27;36;126;Musachi;x
1029;155;38;173;Shinano;x
1030;28;40;32;Owari;x
1031;156;42;79;Kamikawa;x
1032;28;44;126;Kurils;x
1033;156;46;173;Sakhalin;x
1034;28;48;32;Kamchatka;x
1035;156;50;79;Penchisky;x
1036;28;52;126;Podzhiversk;x
1037;157;54;173;Nizhe-Kolymsk;x
1038;29;56;32;Anadyrsk;x
1039;157;58;79;Verkhoyansk;x
1040;29;254;126;Suntar Khayat;x
1041;157;62;173;Gizhiga;x
1042;29;64;32;Kamnuskoye;x
1043;157;66;79;Okhotsk;x
1044;30;68;126;Tauisk;x
1045;158;70;173;Yakutsk;x
1046;30;243;32;Butalsk;x
1047;158;174;79;Jugjur;x
1048;30;76;126;Udskoye;x
1049;158;78;173;Saghalian Oula;x
1050;30;80;32;Deren;x
1051;159;82;79;Uchurskoye;x
1052;31;84;126;Verkohzehkoye;x
1053;159;86;173;Albazinsky;x
1054;31;88;32;Ilimsk;x
1055;159;90;79;Verkne-Angarsky;x
1056;31;92;126;Barguzinsky;x
1057;159;94;173;Udinsky;x
1058;32;96;32;Nerchinsky;x
1059;160;98;79;Bratsk;x
1060;32;100;126;Irkutsk;x
1061;160;102;173;Yeniseysk;x
1062;32;104;32;Kachinsk;x
1063;160;106;79;Sayan;x
1064;32;108;126;Tomsk;x
1065;161;110;173;Kuznetsk;x
1066;33;112;32;Altai;x
1067;161;114;79;Narym;x
1068;33;116;126;Pegaya Orda;x
1069;161;118;173;Surgut;x
1070;33;120;32;Koda;x
1071;161;122;79;Tara;x
1072;34;124;126;Obdorsk;x
1073;162;226;173;Berezov;x
1074;34;228;32;Sibir;x
1075;162;130;79;Tyumen;x
1076;34;132;126;Kurgan;x
1077;162;134;173;Solikamsk;x
1078;34;136;32;Middle Urals;x
1079;163;138;79;Viatka;x
1080;35;140;126;North Urals;x
1081;163;142;173;Simbirsk;x
1082;35;144;32;Kazan;x
1083;163;146;79;Zavolochye;x
1084;35;148;126;Wadjuk;x
1085;163;150;173;Paredarerme;x
1086;36;152;32;Kaurna;x
1087;164;154;79;Woiworung;x
1088;36;156;126;Wergaia;x
1089;164;158;173;Wiradjuri;x
1090;36;232;32;Eora;x
1091;164;34;79;Kamilaroi;x
1092;36;36;126;Bundjalung;x
1093;165;38;173;Barunggam;x
1094;37;240;32;Gubbi Gubbi;x
1095;165;42;79;Falklands;x
1096;37;44;126;Cape Verde;x
1097;165;46;173;Fernando Po;x
1098;37;248;32;St. Helena;x
1099;165;50;79;Socotra;x
1100;38;52;126;Mahe;x
1101;166;54;173;Diego Garcia;x
1102;38;247;32;Mauritius;x
1103;166;58;79;Bourbon;x
1104;38;60;126;Eiriksfjord;x
1105;166;62;173;Vestbygden;x
1106;38;164;32;Whangarei;x
1107;167;66;79;Taranaki;x
1108;39;68;126;Wairoa;x
1109;167;70;173;Timaru;x
1110;39;72;32;Rio de Oro;x
1111;167;74;79;Arguin;x
1112;39;76;126;Trarza;x
1113;167;78;173;Cayor;x
1114;40;80;32;Gabu;x
1115;168;82;79;Brakna;x
1116;40;84;126;Wolof;x
1117;168;86;173;Futa Jallon;x
1118;40;88;32;Sierra Leone;x
1119;168;90;79;Grain Coast;x
1120;40;92;126;Bambuk;x
1121;169;94;173;Bure;x
1122;41;96;32;Konian;x
1123;169;98;79;Segu;x
1124;41;100;126;Wasuju;x
1125;169;102;173;Worodugu;x
1126;41;104;32;Ivory Coast;x
1127;169;106;79;Tuat;x
1128;42;108;126;Taodeni;x
1129;170;110;173;Azawadd;x
1130;42;112;32;Tadimekket;x
1131;170;114;79;Massina;x
1132;42;116;126;Timbuktu;x
1133;170;118;173;Gao;x
1134;42;120;32;Jenne;x
1135;171;122;79;Yatenga;x
1136;43;124;126;Gurma;x
1137;171;126;173;Wagadugi;x
1138;43;128;32;Kumasi;x
1139;171;130;79;Gold Coast;x
1140;43;132;126;Abomey;x
1141;171;134;173;Whydah;x
1142;44;136;32;Dendi;x
1143;172;138;79;Borgu;x
1144;44;140;126;Oyo;x
1145;172;142;173;Nupe;x
1146;44;144;32;Ife;x
1147;172;146;79;Benin;x
1148;44;148;126;Gobir;x
1149;173;150;173;Katsina;x
1150;45;152;32;Zamfara;x
1151;173;154;79;Bonny;x
1152;45;156;126;Idah;x
1153;173;158;173;Pindinga;x
1154;45;32;32;Zazzau;x
1155;173;34;79;Kano;x
1156;46;36;126;Damagaram;x
1157;174;38;173;Damasak;x
1158;46;40;32;Kanem;x
1159;174;42;79;Bagirmi;x
1160;46;44;126;Bornu;x
1161;174;246;173;Bauchi;x
1162;46;48;32;Wukari;x
1163;175;50;79;Calabar;x
1164;47;52;126;Cameroon;x
1165;175;54;173;Gabon;x
1166;47;236;32;Loango;x
1167;175;58;79;Luanda;x
1168;47;60;126;Kisarna;x
1169;175;62;173;Mayombe;x
1170;48;64;32;Kongo;x
1171;176;66;79;Ndongo;x
1172;48;68;126;Benguela;x
1173;176;70;173;Damaraland;x
1174;48;172;32;Greater Namaqualand;x
1175;176;74;79;Lesser Namaqualand;x
1176;48;76;126;Roggeveld;x
1177;177;78;173;Cape;x
1178;49;80;32;Great Karoo;x
1179;177;82;79;Little Karoo;x
1180;49;84;126;Transkei;x
1181;177;86;173;Natal;x
1182;49;88;32;Delagoa Bay;x
1183;177;90;79;Inhambane;x
1184;50;92;126;Zimbabwe;x
1185;178;94;173;Uteve;x
1186;50;96;32;Sofala;x
1187;178;98;79;Urungwe;x
1188;50;100;126;Tete;x
1189;178;202;173;Barwe;x
1190;50;104;32;Zumbo;x
1191;179;106;79;Sena;x
1192;51;108;126;Quelimane;x
1193;179;110;173;Menabe;x
1194;51;212;32;Boina;x
1195;179;114;79;Mozambique;x
1196;51;116;126;Kilwa;x
1197;179;118;173;Ujiji;x
1198;52;120;32;Tabora;x
1199;180;122;79;Bagamoyo;x
1200;52;124;126;Tanga;x
1201;180;126;173;Zanzibar;x
1202;52;128;32;Mombasa;x
1203;180;130;79;Malindi;x
1204;52;132;126;Chisimayo;x
1205;181;134;173;Mogadishu;x
1206;53;136;32;Mayertern;x
1207;181;138;79;Ogaden;x
1208;53;140;126;Haud;x
1209;181;142;173;Berbera;x
1210;53;144;32;Ifat;x
1211;181;146;79;Harer;x
1212;54;148;126;Zeila;x
1213;182;150;173;Shoa;x
1214;54;152;32;Awsa;x
1215;182;154;79;Tajura;x
1216;54;156;126;Dar Nuba;x
1217;182;158;173;Fazughli;x
1218;54;32;32;Kefa;x
1219;183;34;79;Kordofan;x
1220;55;36;126;Dar Ja'al;x
1221;183;38;173;Taqali;x
1222;55;40;32;Gezira;x
1223;183;42;79;Gojjam;x
1224;55;44;126;Gonder;x
1225;183;246;173;Butana;x
1226;56;48;32;Taka;x
1227;184;50;79;Tigre;x
1228;56;252;126;Dongola;x
1229;184;54;173;Berber;x
1230;56;56;32;Massawa;x
1231;184;58;79;Ibrim;x
1232;56;60;126;Suakin;x
1233;185;62;173;Kargah;x
1234;57;164;32;Nubia;x
1235;185;66;79;Guam;x
1236;57;68;126;Rabaul;x
1237;185;70;173;Papua;x
1238;57;172;32;Solomon Islands;x
1239;185;74;79;Vanuatu;x
1240;58;76;126;Hawaii;x
1241;186;78;173;Kiribati;x
1242;58;180;32;Fiji;x
1243;186;82;79;Samoa;x
1244;58;84;126;Tahiti;x
1245;186;86;173;Irian;x
1246;58;188;32;Aorangi;x
1247;187;90;79;Corsica;x
1248;59;92;126;Maldives;x
1249;187;94;173;Yola;x
1250;1;200;200;Vänern;x
1251;2;200;250;Vättern;x
1252;3;220;250;Gulf of Bothnia;x
1253;4;250;250;Ålands Hav;x
1254;5;200;200;Gulf of Finland;x
1255;6;200;250;Western Baltic Sea;x
1256;7;220;250;Gulf of Riga;x
1257;8;250;250;Southern Baltic Sea;x
1258;9;200;200;Öresund;x
1259;10;200;250;Kattegat;x
1260;11;220;250;Peipsi Järv;x
1261;12;250;250;Ladoga;x
1262;13;200;200;Onega;x
1263;14;200;250;Barents Sea;x
1264;15;220;250;Lofoten Sea;x
1265;16;250;250;Northern Norwegian Sea;x
1266;17;200;200;Southern Norwegian Sea;x
1267;18;200;250;Skagerrack;x
1268;19;220;250;Helgoland Bight;x
1269;20;250;250;Coast of Holland;x
1270;21;200;200;Dogger Bank;x
1271;22;200;250;Straits of Dover;x
1272;23;220;250;The Channel;x
1273;24;250;250;Lands End;x
1274;25;200;200;Coast of Britanny;x
1275;26;200;250;Quiberon Bay;x
1276;27;220;250;Cote D'Argent;x
1277;28;250;250;Bay of Biscay;x
1278;29;200;200;Cantabrian Sea;x
1279;30;200;250;Tyne;x
1280;31;220;250;Firth of Forth;x
1281;32;250;250;The North Sea;x
1282;33;200;200;Moray Firth;x
1283;34;200;250;North Channel;x
1284;35;220;250;Irish Sea;x
1285;36;250;250;St. George's Channel;x
1286;37;200;200;Donegal Bay;x
1287;38;200;250;Dingle Bay;x
1288;39;220;250;Celtic Sea;x
1289;40;250;250;Western Approaches;x
1290;41;200;200;Finisterre Bay;x
1291;42;200;250;Lusitanian Sea;x
1292;43;220;250;Gulf of Cadiz;x
1293;44;250;250;Straits of Gibraltar;x
1294;45;200;200;Gulf of Almeira;x
1295;46;200;250;Gulf of Valencia;x
1296;47;220;250;Gulf of Lion;x
1297;48;250;250;Cote D'Azur;x
1298;49;200;200;Ligurian Sea;x
1299;50;200;250;Gulf of Mallocra;x
1300;51;220;250;Western Mediterranean;x
1301;52;250;250;Barbary Coast;x
1302;53;200;200;Cape Bon;x
1303;54;200;250;Tyrrenean Sea;x
1304;55;220;250;Bay of Naples;x
1305;56;250;250;Gulf of Gabes;x
1306;57;200;200;Malta Channel;x
1307;58;200;250;Straits of Messina;x
1308;59;220;250;Gulf of Venice;x
1309;60;250;250;Adriatic Sea;x
1310;61;200;200;Straits of Otranto;x
1311;62;200;250;Gulf of Taranto;x
1312;63;220;250;Ionian Sea;x
1313;64;250;250;Gulf of Sirte;x
1314;65;200;200;Gulf of Tobruk;x
1315;66;200;250;Bay of Alexandrian;x
1316;67;220;250;Palestinian Coast;x
1317;68;250;250;Gulf of Cyprus;x
1318;69;200;200;Sea of Crete;x
1319;70;200;250;Aegean Sea;x
1320;71;220;250;Sea of Marmara;x
1321;72;250;250;Gulf of Varna;x
1322;73;200;200;Gulf of Odessa;x
1323;74;200;250;Sea of Azov;x
1324;75;220;250;Eastern Black Sea;x
1325;76;250;250;Lake Balaton;x
1326;77;200;200;Caspian Sea;x
1327;78;200;250;Aral Sea;x
1328;79;220;250;Gulf of Suez;x
1329;80;250;250;Red Sea;x
1330;81;200;200;Straits of Obokk;x
1331;82;200;250;Bal el Mandeb;x
1332;83;220;250;Coast of Mascate;x
1333;84;250;250;Mascate Coast;x
1334;85;200;200;Straits of Hormuz;x
1335;86;200;250;Persian Gulf;x
1336;87;220;250;Gulf of Indus;x
1337;88;250;250;Gulf of Gujarat;x
1338;89;200;200;Laquedive Islands;x
1339;90;200;250;Coast of Malabar;x
1340;91;220;250;Comorin Cape;x
1341;92;250;250;Coast of Caramandel;x
1342;93;200;200;Coast of Orissa;x
1343;94;200;250;Ganges Delta;x
1344;95;220;250;Akyab Bay;x
1345;96;250;250;Irrawady Delta;x
1346;97;200;200;Andaman Sea;x
1347;98;200;250;Mergui Archipelago;x
1348;99;220;250;Straits of Malacca;x
1349;100;250;250;Nicobar Isles;x
1350;101;200;200;Coast of Atjeh;x
1351;102;200;250;Coast of Sumatra;x
1352;103;220;250;Christmas Island;x
1353;104;250;250;Coast of Java;x
1354;105;200;200;Coast of Surabaya;x
1355;106;200;250;Straits of Lombok;x
1356;107;220;250;Timor Sea;x
1357;108;250;250;The Moluccas;x
1358;109;200;200;Java Sea;x
1359;110;200;250;Straits of Makassar;x
1360;111;220;250;Karimata Strait;x
1361;112;250;250;Straits of Johore;x
1362;113;200;200;Malayan Sea;x
1363;114;200;250;Coast of Sarawk;x
1364;115;220;250;Mekong Delta;x
1365;116;250;250;Gulf of Siam;x
1366;117;200;200;Cam Rah Bay;x
1367;118;200;250;South China Sea;x
1368;119;220;250;Coast of Brunei;x
1369;120;250;250;Coast of Annam;x
1370;121;200;200;Gulf of Tonkin;x
1371;122;200;250;Guanghou Bay;x
1372;123;220;250;Taiwan Strait;x
1373;124;250;250;Yang Tse Delta;x
1374;125;200;200;Yellow Sea;x
1375;126;200;250;Korea Bay;x
1376;127;220;250;South Korean Sea;x
1377;0;251;251;North Korean Sea;x
1378;1;201;201;Coast of Olga;x
1379;2;201;251;Tatar Straits;x
1380;3;221;251;Amur Delta;x
1381;4;251;251;Baj of Ayan;x
1382;5;201;201;Bay of Komenskoie;x
1383;6;201;251;Coast of Kamchatska;x
1384;7;221;251;Oktothsk Sea;x
1385;8;251;251;Coast Sahkalin;x
1386;9;201;201;Soya Strait;x
1387;10;201;251;Tsugaru Strait;x
1388;11;221;251;Yamato Basin;x
1389;12;251;251;Amakusa Sea;x
1390;13;201;201;Setto Inland Sea;x
1391;14;201;251;Tokai Sea;x
1392;15;221;251;Ryukyu Islands;x
1393;16;251;251;Luzon Strait;x
1394;17;201;201;Paracel Islands;x
1395;18;201;251;Manila Bay;x
1396;19;221;251;Coast of Luzon;x
1397;20;251;251;Gulf of Leyte;x
1398;21;201;201;Sulu Sea;x
1399;22;201;251;Sea of Celebes;x
1400;23;221;251;Sea of Ternete;x
1401;24;251;251;Sea of Banda;x
1402;25;201;201;Philipine Sea;x
1403;26;201;251;Palau Islands;x
1404;27;221;251;Biak Bay;x
1405;28;251;251;Vilian Strait;x
1406;29;201;201;Trobrian Islands;x
1407;30;201;251;Torres Strait;x
1408;31;221;251;Arafuam Sea;x
1409;32;251;251;Kolepom Bay;x
1410;33;201;201;Gulf of Carpentaria;x
1411;34;201;251;Great Barrier Reef;x
1412;35;221;251;Capricorn Bay;x
1413;36;251;251;Cape Howe;x
1414;37;201;201;Bass Strait;x
1415;38;201;251;Kangaroo Island;x
1416;39;221;251;Great Australian Bight;x
1417;40;251;251;Cape Leuwiin;x
1418;41;201;201;Shark Bay;x
1419;42;201;251;Northwest Cape;x
1420;43;221;251;King Sound;x
1421;44;251;251;Tasman Sea;x
1422;45;201;201;Southern Tasman Sea;x
1423;46;201;251;Cook Strait;x
1424;47;221;251;Northern Tasman Sea;x
1425;48;251;251;Cape Farwell;x
1426;49;201;201;Coast of New Zealand;x
1427;50;201;251;Cantebury Bight;x
1428;51;221;251;Sea of Antarctica;x
1429;52;251;251;New Caledonian Sea;x
1430;53;201;201;Coral Sea;x
1431;54;201;251;Gilbert Sea;x
1432;55;221;251;Solomon Sea;x
1433;56;251;251;Nauru Island;x
1434;57;201;201;Melanesia Sea;x
1435;58;201;251;Micronesia Sea;x
1436;59;221;251;Yap Islands;x
1437;60;251;251;Mariana Islands;x
1438;61;201;201;Tinian Sea;x
1439;62;201;251;Iwo Jima Sea;x
1440;63;221;251;Sanriku Coast;x
1441;64;251;251;The Kuriles;x
1442;65;201;201;Bay of Uka;x
1443;66;201;251;Bay of Oljut;x
1444;67;221;251;Bay of Anadyr;x
1445;68;251;251;Bering Sea;x
1446;69;201;201;Horn of Africa;x
1447;70;201;251;Coast of Pepper;x
1448;71;221;251;Zanzibar Strait;x
1449;72;251;251;Mozambique Channel;x
1450;73;201;201;Diego Suarez Bay;x
1451;74;201;251;Western Arabian Sea;x
1452;75;221;251;Eastern Arabian Sea;x
1453;76;251;251;The Seychelles;x
1454;77;201;201;Coast of Tamatave;x
1455;78;201;251;The Mascareignes;x
1456;79;221;251;Gulf of Zambeze;x
1457;80;251;251;Coast of Natal;x
1458;81;201;201;Coast of Transkei;x
1459;82;201;251;Coast of Ciskei;x
1460;83;221;251;Cape of Good Hope;x
1461;84;251;251;Coast of Namibia;x
1462;85;201;201;Coast of Angola;x
1463;86;201;251;Gulf of Kongo;x
1464;87;221;251;Coast of Cameroon;x
1465;88;251;251;Gulf of Nigeria;x
1466;89;201;201;Ivory Coast;x
1467;90;201;251;Gold Coast;x
1468;91;221;251;Coast of Gamvia;x
1469;92;251;251;Coast of Guinea;x
1470;93;201;201;Maueretanian Coast;x
1471;94;201;251;Canarian Sea;x
1472;95;221;251;Coast of Morocco;x
1473;96;251;251;Jan Mayen Sea;x
1474;97;201;201;Spitzberg Sea;x
1475;98;201;251;Icelandic Sea;x
1476;99;221;251;Shetland Straits;x
1477;100;251;251;Coast of Iceland;x
1478;101;201;201;Northeastern Atlantic;x
1479;102;201;251;Rockall;x
1480;103;221;251;Denmark Strait;x
1481;104;251;251;Eastern Coast of Greenland;x
1482;105;201;201;Western Coast of Greenland;x
1483;106;201;251;Labrador Strait;x
1484;107;221;251;Baffin Bay;x
1485;108;251;251;Hudson Straits;x
1486;109;201;201;James Bay;x
1487;110;201;251;Western Hudson Bay;x
1488;111;221;251;Eastern Hudson Bay;x
1489;112;251;251;Foxe Bassin;x
1490;113;201;201;Gulf of St. Lawrence;x
1491;114;201;251;Cabot Strait;x
1492;115;221;251;Bay of Fundy;x
1493;116;251;251;Strait of Belle Isle;x
1494;117;201;201;Fortune Bay;x
1495;118;201;251;Notre Dame Bay;x
1496;119;221;251;Labrador Sea;x
1497;120;251;251;Greenland Sea;x
1498;121;201;201;Northern Atlantic;x
1499;122;201;251;Masschusetts Bay;x
1500;123;221;251;Chesapaeake Bay;x
1501;124;251;251;Cape Hatteras;x
1502;125;201;201;Coast of Carolina;x
1503;126;201;251;Coast of Florida;x
1504;127;221;251;Sea of Sargassos;x
1505;0;252;252;Florida Straits;x
1506;1;202;202;Apalachee Bay;x
1507;2;202;252;Mobile Bay;x
1508;3;222;252;Galveston Bay;x
1509;4;252;252;Tampico Bay;x
1510;5;202;202;Yucatan Sea;x
1511;6;202;252;Gulf of Mexico;x
1512;7;222;252;Yucatan Channel;x
1513;8;252;252;Belize Bay;x
1514;9;202;202;Moscitos Coast;x
1515;10;202;252;Gulf of Darien;x
1516;11;222;252;Jamica Channel;x
1517;12;252;252;Central Carribean;x
1518;13;202;202;Northwestern Carribean;x
1519;14;202;252;Venezualan Gulf;x
1520;15;222;252;Venezuelan Sea;x
1521;16;252;252;Eastern Carribean;x
1522;17;202;202;Windward Islands;x
1523;18;202;252;Lesser Antilles;x
1524;19;222;252;Turks & Caicos Sea;x
1525;20;252;252;Coast of Cuba;x
1526;21;202;202;Coast of Hispaniola;x
1527;22;202;252;Guyana Coast;x
1528;23;222;252;Bay of Belem;x
1529;24;252;252;Amazonas Gulf;x
1530;25;202;202;Coast of Brazil;x
1531;26;202;252;Coast of Recife;x
1532;27;222;252;Coast of Pernambuc;x
1533;28;252;252;Todos Santos Bay;x
1534;29;202;202;Rio De Janeiro;x
1535;30;202;252;Baia Parangua;x
1536;31;222;252;Rio De La Plata;x
1537;32;252;252;Bahia Blanca;x
1538;33;202;202;Coast of Patagonia;x
1539;34;202;252;Magellan Strait;x
1540;35;222;252;South Chilean Coast;x
1541;36;252;252;Coast of Chile;x
1542;37;202;202;Atacama Coast;x
1543;38;202;252;Arica Gulf;x
1544;39;222;252;Arequipa Bay;x
1545;40;252;252;Coast of Peru;x
1546;41;202;202;Guayaguil Bay;x
1547;42;202;252;Coast of Ecuador;x
1548;43;222;252;Gulf of Panama;x
1549;44;252;252;Bay of Costa Rica;x
1550;45;202;202;Acapulco Bay;x
1551;46;202;252;Manzazilla Bay;x
1552;47;222;252;Mazatlan Bay;x
1553;48;252;252;Gulf of California;x
1554;49;202;202;Coast of Baja;x
1555;50;202;252;Coast of California;x
1556;51;222;252;Santa Catalina Islands;x
1557;52;252;252;Coast of Oregon;x
1558;53;202;202;Coast of Columbia;x
1559;54;202;252;Hecate Strait;x
1560;55;222;252;Gulf of Alaska;x
1561;56;252;252;Coast of Alaska;x
1562;57;202;202;Kuskowim Bay;x
1563;58;202;252;Hatton Bank;x
1564;59;222;252;Eastern Gibbs Fracture;x
1565;60;252;252;Western Gibbs Fracture;x
1566;61;202;202;Iberian Shelf;x
1567;62;202;252;Sea of Azores;x
1568;63;222;252;Corner Seamounts;x
1569;64;252;252;New England Seamounts;x
1570;65;202;202;Sable Island Bank;x
1571;66;202;252;Blake Plataeu;x
1572;67;222;252;West Bermuda Sea;x
1573;68;252;252;East Bermuda Sea;x
1574;69;202;202;Some Funny Seaname;x
1575;70;202;252;Northern Guiana Basin;x
1576;71;222;252;Guiana Basin;x
1577;72;252;252;Southern Guiana Basin;x
1578;73;202;202;Canary Approach;x
1579;74;202;252;Cap Verde Approach;x
1580;75;222;252;Central Atlantic #1;x
1581;76;252;252;Central Atlantic #2;x
1582;77;202;202;Central Atlantic #3;x
1583;78;202;252;Central Atlantic #4;x
1584;79;222;252;Romanche Gap;x
1585;80;252;252;East Guinea Basin;x
1586;81;202;202;West Guinea Basin;x
1587;82;202;252;Coast of Falklands;x
1588;83;222;252;New Georgia Islands;x
1589;84;252;252;Western Atlantic #1;x
1590;85;202;202;Western Atlantic #2;x
1591;86;202;252;Western Atlantic #3;x
1592;87;222;252;Western Atlantic #4;x
1593;88;252;252;Western Atlantic #5;x
1594;89;202;202;Western Atlantic #6;x
1595;90;202;252;East of Magellans;x
1596;91;222;252;Central Atlantic #5;x
1597;92;252;252;Central Atlantic #6;x
1598;93;202;202;Central Atlantic #7;x
1599;94;202;252;Central Atlantic #8;x
1600;95;222;252;Eastern Atlantic #1;x
1601;96;252;252;Eastern Atlantic #2;x
1602;97;202;202;Eastern Atlantic #3;x
1603;98;202;252;Eastern Atlantic #4;x
1604;99;222;252;Eastern Atlantic #5;x
1605;100;252;252;Eastern Atlantic #6;x
1606;101;202;202;Southern Atlantic #1;x
1607;102;202;252;Southern Atlantic #2;x
1608;103;222;252;Southern Atlantic #3;x
1609;104;252;252;Southern Atlantic #4;x
1610;105;202;202;Cape of Storms;x
1611;106;202;252;Gulf of Bengal;x
1612;107;222;252;Northen Bay of Bengal;x
1613;108;252;252;Southern Bay of Bengal;x
1614;109;202;202;Ceylon Sea;x
1615;110;202;252;Coast of Maldives;x
1616;111;222;252;Indian Ocean #1;x
1617;112;252;252;Indian Ocean #2;x
1618;113;202;202;Indian Ocean #3;x
1619;114;202;252;Indian Ocean #4;x
1620;115;222;252;Indian Ocean #5;x
1621;116;252;252;Indian Ocean #6;x
1622;117;202;202;Indian Ocean #7;x
1623;118;202;252;Indian Ocean #8;x
1624;119;222;252;Indian Ocean #9;x
1625;120;252;252;Indian Ocean #10;x
1626;121;202;202;Indian Ocean #11;x
1627;122;202;252;Indian Ocean #12;x
1628;123;222;252;Indian Ocean #13;x
1629;124;252;252;Indian Ocean #14;x
1630;125;202;202;Indian Ocean #15;x
1631;126;202;252;Indian Ocean #16;x
1632;127;222;252;Indian Ocean #17;x
1633;0;253;253;Indian Ocean #18;x
1634;1;203;203;Indian Ocean #19;x
1635;2;203;253;Indian Ocean #20;x
1636;3;223;253;Indian Ocean #21;x
1637;4;253;253;Indian Ocean #22;x
1638;5;203;203;Indian Ocean #23;x
1639;6;203;253;Indian Ocean #24;x
1640;7;223;253;Indian Ocean #25;x
1641;8;253;253;Indian Ocean #26;x
1642;9;203;203;Indian Ocean #27;x
1643;10;203;253;Indian Ocean #28;x
1644;11;223;253;Indian Ocean #29;x
1645;12;253;253;Indian Ocean #30;x
1646;13;203;203;Indian Ocean #31;x
1647;14;203;253;Indian Ocean #32;x
1648;15;223;253;Lake Tchad;x
1649;16;253;253;Lake Victoria;x
1650;17;203;203;Lake Tangayika;x
